first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,address,fax,principal_agent,qeac_numbers,counselor_count
,,Xingying Luan-Agent,,,,,,Yantai Shi,Shandong Sheng,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41337,"Songlanyuan, Songlanyuan, Yantai Shi, Shandong Sheng, 265701, China",,,,
,,"Changchun Jus-Incubation Consulting Co., Ltd",,,,,,Fan Rong Lu,Changchun Shi,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41348,"Fanrong Road, Fan Rong Lu, Changchun Shi, Jilin Sheng, China",,,,
,,DCG Degree Consulting Group,,,,,,Sofia,Sofia City Province,Bulgaria,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41372,"11 ulitsa ""Prof. Hristo Danov"", Sofia, Sofia City Province, 1700, Bulgaria",,,,
,,Head to Canada Intercambio,,,,,,Mississauga,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41424,"53 - 280 Hillcrest Ave, Mississauga, ON, L5b4l3, Canada",,,,
,,OOO Big Ben Company,,,,,,41,Kazan,Russia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41454,"Business Center ""Master"", Office 411, Galiaskara Kamala Str., 41, Kazan, Tatarstan, Russia",,,,
,,DMY Education,,,,,,Glasgow,Scotland,United Kingdom,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41562,"272 Bath Street, Glasgow, Scotland, G2 4JR, United Kingdom",,,,
,,Big Ben Group Kazakhstan Astana,,,,,,офис 501,Астана Проспект Республики 24,Kazakhstan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41583,"Бизнес центр ""Парасат"" 5 этаж, офис 501, Астана Проспект Республики 24, , 010000, Kazakhstan",,,,
,,UNIVERSAL TRAVELS AND STUDY ABROAD CONSULTANCY,,,,,,Serrekunda,Banjul,Gambia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41598,"Kairaba Avenue, Kairaba Avenue, Serrekunda, Banjul, 00220, Gambia",,,,
,,Retica Overseas Pvt. Ltd.,,,,,,Khanna,PB,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41601,"Khanna, Opp New Bus Stand, Near Jain Sweets G.T.Road, Khanna, PB, 141401, India",,,,
,,Global Student Recruitment Advisors,,,,,,Morristown,NJ,United States of America,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41605,"177 Mount Kemble Avenue, Morristown, NJ, 07960, United States of America",,,,
,,Khadim Consultancy and Study Abroad,,,,,,Office no.75,Serrekunda,Gambia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41676,"Mall of Gambia, Office no.75, Serrekunda, Banjul, Gambia",,,,
,,Wen trust immigration,,,,,,Toronto,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41735,"2051 Bridletowne Circle, Toronto, ON, M1W 2J7, Canada",,,,
,,Amman University Services EST,,,,,,Amman,Amman Governorate,Jordan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41955,"Jabal Alhussien, Amman, Amman Governorate, 11121/8724, Jordan",,,,
,,Scientific Level Company SLC,,,,,,60m Street Kurani Maxmour Square,Erbil,Iraq,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41991,"Office 3, Floor 4, Bahasht Building, 60m Street Kurani Maxmour Square, Erbil, 44001, Iraq",,,,
,,Excel Education Group Canada Inc.,,,,,,Toronto,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42009,"222 Spadina Ave, Unit 251, Toronto, ON, M5T 3B3, Canada",,,,
,,Adorn Education,,,,,,Ahmedabad,GJ,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42016,"2nd floor, 209, 210 Aakash Avenue B/H Helmet House, Near Mithakali Six Roads, Navrangpura, Ahmedabad, GJ, 380009, India",,,,
,,okstudy.by,,,,,,Гродно,Гродненская область,Belarus,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42071,"28 Sotsialisticheskaya street, Гродно, Гродненская область, 230025, Belarus",,,,
,,Dreams in Korea,,,,,,#1004 IN&IN Building,서울특별시,South Korea,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42083,"서초대로78길, #1004 IN&IN Building, 서울특별시, 137-070, South Korea",,,,
,,Seven Seas Cultural Exchange,,,,,,Tauranga,Bay of Plenty,New Zealand,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42138,"Level 1, 147 Cameron Road, Tauranga, Bay of Plenty, 3010, New Zealand",,,,
,,Skylark Immigration Services,,,,,,5227 55 Avenue Northwest,Edmonton,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42230,"5227 55 Avenue Northwest, Edmonton, AB, Canada",,,,
,,Fusion Heights,,,,,,Mississauga,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42248,"5800 Ambler Drive, Mississauga, ON, L4W 1C2, Canada",,,,
,,GINO INTERNATIONAL,,,,,,Toronto,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42249,"164 Eglinton Avenue East, UNIT 101, Toronto, ON, M4P 1G4, Canada",,,,
,,JenaK's Education NetSys,,,,,,Aurora,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42330,"127 Stone Road, Aurora, ON, L4G 6Y1, Canada",,,,
,,LAE Educação Internacional,,,,,,To be anounced soon,Belo Horizonte,Brazil,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39464,"To be anounced soon, Belo Horizonte, Minas Gerais, Brazil",,,,
,,International Students Around the World,,,,,,Caracas,Distrito Federal,Venezuela,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39721,"Avenida Francisco de Miranda 4, Caracas, Distrito Federal, 1060, Venezuela",,,,
,,ISPS Global Inc.,,,,,,Mississauga,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39900,"1-700 Neighbourhood Cir, Mississauga, Ontario, L5B 0A6, Canada",,,,
,,Globle Talents (Beijing) Education Technology Co. Ltd.,,,,,,5 Chaoyang Road,,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40188,"5 Chaoyang Road, Beijing, , China",,,,
,,Mentor,,,,,,Payal Complex Sayaji Gunj,Vadodara,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40196,"Opp.M.S.University, 305, D Wing, Payal Complex Sayaji Gunj, Vadodara, 390005, India",,,,
,,Pace-Up Consult,,,,,,Accra,Greater Accra,Ghana,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40253,"A548/16 Gome St Dansoman, Accra, Greater Accra, 00233, Ghana",,,,
,,IAE China,,,,,,Taiyuan,Shaanxi,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40272,"B-14G, Wangfu Business Building, 9 Fuxi Road, Taiyuan, Shaanxi, 030002, China",,,,
,,Shahzadi Services Limited,,,,,,Karachi,Sindh,Pakistan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42371,"Karachi, B 58, Block 6, Gulshan e Iqbal, Karachi, Sindh, 75400, Pakistan",,,,
,,SSA Education,,,,,,Voronezh,Oblast Voronezh,Russia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42402,"Office 334, 72 Prospect Truda, Voronezh, Oblast Voronezh, 394018, Russia",,,,
,,"Сonsultation center for education abroad ""COKRAT""",,,,,,Arbat str. 35,Moscow,Russia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42431,"office 637, Arbat str. 35, Moscow, 121002, Russia",,,,
,,New Idea,,,,,,King Abdul Aziz Main Road,King Fahad District,Saudi Arabia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42488,"Building No:673-Office 24, King Abdul Aziz Main Road, King Fahad District, Riyadh, , Saudi Arabia",,,,
,,M.A.P. group,,,,,,281 Bayzakov street,Almaty,Kazakhstan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42497,"281 Bayzakov street, Almaty, 050000, Kazakhstan",,,,
,,Canada Your Study Destination,,,,,,Pitt Meadows,BC,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42509,"19673 Meadow Gardens Way, Pitt Meadows, BC, V3Y 2T5, Canada",,,,
,,ALTORIA IMMIGRATION AND BUSINESS CONSULTING INC.,,,,,,toronto,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42595,"Suite 305, toronto, ON, m3a1b3, Canada",,,,
,,MY ONE FATTAH SDN BHD,,,,,,Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur,Malaysia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42611,"My One Fattah Sdn Bhd, next to One Pharmacy, A-0-1E, Jalan Yap Kwan Seng, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, 50450, Malaysia",,,,
,,"Shandong Seeworld Education Information Consulting Co.,Ltd.",,,,,,Binzhou,Shandong,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42634,"Yangguang Building, Binzhou, Shandong, 256600, China",,,,
,,"Dongguan Qingtian Education Investment Co., Ltd",,,,,,Dongguan,Guangdong,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42635,"Room 1108, Wanke Center, No.200, Qifeng Road, Dongguan, Guangdong, 523000, China",,,,
,,English Gallery LLP,,,,,,Astana,Akmola Province,Kazakhstan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42661,"Kazachstan, Kabanbay batyr 46 district, Astana, Akmola Province, 010000, Kazakhstan",,,,
,,Voice Immigration Inc.,,,,,,Toronto,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42687,"#205, 101 Westmore Drive, Toronto, ON, M9V 3Y6, Canada",,,,
,,Asia World Education ( AWE),,,,,,Ghaziabad,UP,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42688,"Ansal Plaza Mall, Asia World Education LG CS 9, Ghaziabad, UP, 201010, India",,,,
,,EDUPOINTS,,,,,,Liverpool,England,United Kingdom,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42702,"Liverpool, 54 St James Street, Liverpool, England, L1 0AB, United Kingdom",,,,
,,LVG Resources Ltd.,,,,,,Adenta Municipality,Greater Accra Region,Ghana,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42709,"Shop #2 GY Appiah Building. Mile 13 Junction Frafraha, Adenta, Mile 13, Junction. Frafraha Adenta R40 Dodowa Road, Adenta Municipality, Greater Accra Region, +233, Ghana",,,,
,,Bina Holding,,,,,,Daavad Eslami Ave,Pasdaran St,Iran,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42865,"Iran, Unit404, No 43, Solaris Building, Daavad Eslami Ave, Pasdaran St, Tehran, , Iran",,,,
,,HE atividade de apoio a educação LTDA,,,,,,231 Avenida Conselheiro Aguiar,PE,Brazil,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42882,"Office 101, 231 Avenida Conselheiro Aguiar, PE, 51110-020, Brazil",,,,
,,International Education Elite Consulting,,,,,,Ottawa,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43079,"Suite 700, 1 Rideau Street, Ottawa, ON, K1N 8S7, Canada",,,,
,,Logic Academic Services Inc.,,,,,,Montréal,QC,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43082,"5255 Boulevard Henri-Bourassa Ouest, Montréal, QC, H4R 2M6, Canada",,,,
,,rise future abroad connection pvt. ltd,,,,,,kathmandu,Bagmati,Nepal,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43112,"near NMB bank 2nd floor, putalisadak marg -32, ktm, kathmandu, Bagmati, np, Nepal",,,,
,,American Institute Of Professional Certification BR,,,,,,Campina Grande,PB,Brazil,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43140,"Mundo Plaza Empresarial, 170 Rua Benjamin Constant Sala 1406, Campina Grande, PB, 58410-003, Brazil",,,,
,,Edbe Consultants,,,,,,Baldivis,WA,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43173,"21 Liddard Gardens, Baldivis, WA, 6171, Australia",,,,
,,Tzu-Yu Liu,,,,,,Calgary,AB,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43208,"250 Panamount Dr NW, 250 Panamount Drive Northwest, Calgary, AB, T3K 5M2, Canada",,,,
,,FUNSIMFOL NIGERIA LIMITED,,,,,,IJU ROAD,LAGOS,Nigeria,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43224,"2ND FLOOR, SUITE 10 AND 11, LEFT WING, OPPOSITE MEF FUELING STATION IJU ROAD, IJU ROAD, LAGOS, 23401, Nigeria",,,,
,,Viajes Olymar Orizaba S.A. de C.V.,,,,,,Orizaba,Ver.,Mexico,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43244,"Oriente 4, Oriente 4 número 639 Colonia centro, Orizaba, Ver., 94300, Mexico",,,,
,,Universal First Choice Education,,,,,,Chandigarh,CH,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43264,"Near CMC hospital adjoining sind bank, SCO 80-81, 3rd Floor, Sector-17C Chandigarh, Chandigarh, CH, 160017, India",,,,
,,MyClassboard Educational Solutions Pvt Ltd,,,,,,Madhapur,Hyderabad,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43302,"H.No. 1-98/7/8/13/A, Cyber View Towers, Vittal Rao Nagar, Behind Image Hospitals, Madhapur, Hyderabad, , 500081, India",,,,
,,"Think Smart Education Co., Ltd",,,,,,Suanluang,Krung Thep,Thailand,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40353,"11 Soi10 Seri8 Suanluang Ramaixsoi62, Suanluang, Krung Thep, 10250, Thailand",,,,
,,ADC International Support Education,,,,,,15/12A Lê Văn Huân Phường 13,Quận Tân Bình,Vietnam,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40437,"15/12A Lê Văn Huân Phường 13, Quận Tân Bình, Ho Chi Minh, , Vietnam",,,,
,,Beijing EIA Education Consultancy Ltd.,,,,,,Building No. 3,134 Chengshousi Road,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40446,"Room 0501, 4th Floor, Building No. 3, 134 Chengshousi Road, Beijing, , China",,,,
,,My Consultant,,,,,,Gujranwala,Punjab,Pakistan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40463,"Office No: 17/A, Satellite Town, Gujranwala, Punjab, 52250, Pakistan",,,,
,,Mengbaiyuan (Beijing) Education Consulting Corp. Ltd,,,,,,Shijingshan,Beijing,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40532,"Shijingshan, Beijing, 100040, China",,,,
,,Cystudent,,,,,,Yakutsk,Sakha,Russia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40657,"Office 1006, 24 Lenina Street Hotel Polyarnaya Zvezda, Yakutsk, Sakha, 677000, Russia",,,,
,,Malik Faisal Shahzad,,,,,,London,,United Kingdom,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40714,"London, , , United Kingdom",,,,
,,Athletics Consulting,,,,,,Paris,Ile-de-France,France,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40754,"8 Square Léon Guillot, Paris, Ile-de-France, 75015, France",,,,
,,"Tan Tien Education and Training Service Co., Ltd",,,,,,Tay Thanh Street,Tan Phu District,Vietnam,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40782,"242/16/5 Tay Thanh, Tay Thanh Street, Tan Phu District, Ho Chi Minh, , Vietnam",,,,
,,AIP Language Institute,,,,,,Valencia,Comunidad Valenciana,Spain,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40798,"Bachiller Street #7, Valencia, Comunidad Valenciana, 46010, Spain",,,,
,,AECC Global,,,,,,Jakarta Barat,Jakarta Raya,Indonesia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40876,"Unit D, Level 16, AKR Tower Building Jl Panjang no. 5, Kebon Jeruk, Jakarta Barat, Jakarta Raya, 11530, Indonesia",,,,
,,Zhejiang Fuyang High School AP Center,,,,,,Hangzhou,,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/40986,"Hangzhou, , Zhejiang, China",,,,
,,"Beijing Zhongyikun Technology Training Co., Ltd",,,,,,19,Xisanhuanbeilu,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41095,"Room 804, Beiwai International Building, 19, Xisanhuanbeilu, Beijing, , China",,,,
,,Urumqi CAN-AM Cross Coast Consulting Co.,,,,,,Jiefang North Road Tianshan District,Urumqi,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41227,"Room 2001, Tianbaimingdian, 265, Jiefang North Road Tianshan District, Urumqi, Xinjiang, China",,,,
,,Climax Tours Limited,,,,,,Victoria Island,Lagos,Nigeria,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41235,"Lagos, Towry Towers, Towry Close, Off Idejo Street, Victoria Island, Lagos, LA, Nigeria",,,,
,,Best Fit Education,,,,,,Selwyn,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41247,"Box 788, Selwyn, ON, K0L 2H0, Canada",,,,
,,Active Synergy Consultants Pvt. Ltd.,,,,,,Opposite Kathmandu Model College,Kathmandu,Nepal,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41305,"G.P.O Box No.: 7736, Opposite Kathmandu Model College, Kathmandu, 44600, Nepal",,,,
,,Immi Smart Pty Ltd,,,,,,Melbourne,VIC,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43503,"Level 13 Suite 4, 276 Flinders Street, Melbourne, VIC, 3000, Australia",,,,
,,Northern Studies,,,,,,Toronto,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43532,"Waterfront Daniels Building, 3 Lower Jarvis Street Unit# 227, Toronto, ON, M5A 3Y5, Canada",,,,
,,JK Education,,,,,,Brno,Jihomoravský kraj,Czech Republic,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43550,"Dominikánské náměstí 656/2, Dominikánské náměstí, Brno, Jihomoravský kraj, 602 00, Czech Republic",,,,
,,Jiaozuo Liujin Education Service Co.Ltd,,,,,,Renminlu,Jiaozuo,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43618,"Room 409, Nonglinkexueyanjiuyuan, Renminlu, Jiaozuo, Henan, China",,,,
,,Access Education DRC,,,,,,Kinshasa,Kinshasa,The Democratic Republic of the,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43644,"(Ref: Beatrice Hotel, Building Onatra ou SEP Congo), 1 Wagenya Avenue Q/Gare Centrale, Q/Gombe, Kinshasa, Kinshasa, Congo, The Democratic Republic of the",,,,
,,Jiaozuo Liujin Education Service Co.Ltd,,,,,,Renminlu,Jiaozuo,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43651,"Room 409, Nonglinkexueyanjiuyuan, Renminlu, Jiaozuo, Henan, China",,,,
,,Canadian Immigration Centre Inc,,,,,,Sahibzada Ajit Singh Nagar,PB,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43702,"Canadian Immigration Centre Inc., E-328, Sector 75, Sahibzada Ajit Singh Nagar, PB, 160055, India",,,,
,,VLAD Education Ltd.,,,,,,office 29,Kyiv,Ukraine,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43769,"Ukraine, 13/2-b Yaroslaviv Val str., office 29, Kyiv, 01054, Ukraine",,,,
,,knowledge hub overseas ltd,,,,,,Edmonton,AB,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43819,"9241 50 Street Northwest, Edmonton, AB, T6B 3B6, Canada",,,,
,,Cima Intercambios culturales,,,,,,Morelia,Mich.,Mexico,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43833,"157 Calle Doctor Ignacio Chávez Col Camelinas, Morelia, Mich., 58290, Mexico",,,,
,,"Shanghai REASON Education Co., Ltd.",,,,,,Madanglu,Shanghai,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43943,"No.338, Madanglu, Shanghai, Shanghai, China",,,,
,,Honest Education,,,,,,Seoul,Seoul,South Korea,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43944,"Seoul, #202 Beomjin Building, 204 Teheran-ro, Gangnam-gu, Seoul, Seoul, 06220, South Korea",,,,
,,Longhuan Education,,,,,,Peking,Peking,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44062,"Peking, C-1001, Zhonghuiguangchang, Dongcheng, Peking, Peking, 100100, China",,,,
,,Ornella Alieva,,,,,,87/62 Pennywell Gardens,Edinburgh,United Kingdom,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38430,"87/62 Pennywell Gardens, Edinburgh, EH4 4TF, United Kingdom",,,,
,,FASTWAY IMMIGRATION & EDUCTIONAL SERVICES PVT LTD,,,,,,Jalandhar,Punjab,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/38464,"Office No 102, 1st Floor, Bedi Paradise Building, Opp Hotel Residency Near Bus Stand, Jalandhar, Punjab, 144001, India",,,,
