first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,licence_number,licence_type
Benjamin,Gibbons,Benjamin Gibbons,,,,,,Cambridge,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202401173,202401173,
Benjamin,Luke Hansard,New Zealand Immigration Partners,,,,,,Tauranga,Bay of Plenty,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700070,201700070,
Benjamin,Neil Stewart De'Ath,The Regions Immigration Law,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201401414,201401414,
Bhairavi,Siddharth Nayak,Ready Migration Force migration & education visa consultancy,,,,,,Ahmedabad,Gujarat,IN,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300678,202300678,
Bhanu,Sunail,Visa Box Pvt Ltd,,,,,,Chandigarh,Chandigarh,IN,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300164,202300164,
Bhavin,Kumar Vinodbhai Desai,Immigration Visa Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201501398,201501398,
Bhavna,Kaul,Breaking Boundaries Immigration Services,,,,,,Tauranga,Bay of Plenty,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201600860,201600860,
Bhawanpreet,Singh Bhullar,Kiwilink Immigration Services Limited,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400133,202400133,
Bhawna,Dabla,Ace Immigration Services Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200873,201200873,
Bhoomika,Godara,Eduget Group,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202500131,202500131,
Bibiana,Sieh Yen Brown,New Era Consulting Limited,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201100355,201100355,
Bijendra,Prasad Thapliyal,Prime Immigration Services Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201400981,201400981,
Bilal,Sabbirahemad Shaikh,Overseas Visa Consultancy,,,,,,Canterbury - Christchurch City,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400050,202400050,
Billy,Rey Bulaag Gregorio,Franklin Smith Limited,,,,,,Auckland Central,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000503,202000503,
Bin,Hu,International Service Limited (T/A: My Visa),,,,,,Papakura,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200900324,200900324,
Bin,Wang,Sean Recruitment Company Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200902240,200902240,
Bin,Xia,SUNZ International Investments Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100056,202100056,
Bing,Han,Nebula Proadvice Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201500329,201500329,
Bipul,Das,Bipul Das,,,,,,Rotorua,Bay of Plenty,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202500190,202500190,
Birendra,Karki,Immense Group Limited,,,,,,Kelston,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000265,202000265,
Birochan,Shrestha,Genix Education and Migration PTY LTD,,,,,,Brisbane,Queensland,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400156,202400156,
Bo,Hu,HB Migration & Investment Group Pty Ltd,,,,,,Gold Coast,Queensland,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202503758,202503758,
Bo,Lin,Hanna Consultant Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201501145,201501145,
Bo,Yang,Global Voyage Migration Consulting Co.,,,,,,Guangzhou,Guangdong,CN,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201400538,201400538,
Bojan,Jankovic,Future New Zealand Immigration Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201100600,201100600,
Borey,Chum,Migration Associates (NZ) Ltd,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201000162,201000162,
Bozidar,Zutic,Global Immigration Services (N.Z.) Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200800250,200800250,
Bradley,Grant Tynan,BGT Immigration Limited,,,,,,Mokau,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200858,202200858,
Bradley,Ingram,CC Recruitment Ltd,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000160,202000160,
Bram,Hilde Lauwers,Turnstone Immigration,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200114,202200114,
Bridget,Emma Egan,Global Student,,,,,,Auckland CBD,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201600155,201600155,
Bruce,Charlie Satchell,Satchell and CO Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201701075,201701075,
CHUNTAI,HUA,CN IMMIGRATION NZ Ltd.,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202504021,202504021,
Cameron,Blair Gray,People Inc Group Ltd t/a VisaAide,,,,,,Warkworth,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201301155,201301155,
Cameron,Pritchard,NA,,,,,,,,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201300339,201300339,
Candice,Tian,Orion Immigration Services,,,,,,Otaua,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800062,201800062,
Carina,Ford,Carina Ford Immigration Lawyers,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201100036,201100036,
Carla,Elisabeth Grant,Paragon International Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200901281,200901281,
Carol,Elizabeth DuBois-Wright,Greenstone Immigration Ltd,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201002037,201002037,
Caroline,Louise Hickson,KPMG,,,,,,Perth,Western Australia,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202504774,202504774,
Caroline,May Peri,Peri Roberts Immigration & Visa Advice,,,,,,New Plymouth,Taranaki,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201500200,201500200,
Carsten,Hallwass,New Zealand Immigration Concepts Limited,,,,,,Nelson,Nelson,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200900212,200900212,
Catherine,Virginia Neazor Brady,Neazor Brady & Partners Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200900436,200900436,
Catherine,Ann Fourie,Gateway NZ Immigration Services,,,,,,Tauranga,Bay of Plenty,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100458,202100458,
Catherine,Cornelia Donald,Corporate Visas Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200900985,200900985,
Catherine,Isobel De Monchy,Zealandia Immigration,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201600959,201600959,
Catherine,Mary Morrison Poulter,Marcat Limited,,,,,,Western Bay of Plenty,Bay of Plenty,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201502647,201502647,
Catherine-Anne,Davison,Depart Immigration Limited,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200143,202200143,
Cathy,Kelsey Kuhn,Aracari Limited,,,,,,Wellington,Wellington,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200798,202200798,
Cecil,Bass,Hitchcock & Associates,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202502627,202502627,
Cecilia,Fernandez Aquino,Mac Phils Consulting Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700495,201700495,
Ceinwen,Cambria Blissett Kelly,New Zealand Immigration Partners,,,,,,Wellington,Wellington,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400080,202400080,
Celia,Dong,Birdview Immigration,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201600712,201600712,
Cellina,Marie Hiki,Across Immigration NZ Immigration Services Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202401374,202401374,
Chanchal,Ohri,Chanchal Ohri,,,,,,Rotorua,Bay of Plenty,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200410,202200410,
Chanda,Grover,AIC Immigration Consultancy,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200620,201200620,
Chandan,Ohri,Duco Consultancy Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201601522,201601522,
Chandarouth,Leab Lorn,Migration and Education Times,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202401339,202401339,
Chandler,Niccolo Jamero Rodriguez,South Immigration Matters Limited,,,,,,Dunedin,Otago,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202502711,202502711,
Chandrahans,J Khandawala,Cosmos Consultancy Pty Ltd.,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201502512,201502512,
Chang,Hyeon Kim,Ckim Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201300990,201300990,
Chang,Xu,Sky Isle International Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800576,201800576,
Chanjoo,Yang,JOB NEW ZEALAND LTD,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200637,201200637,
Chantel,Janse van Rensburg,Success Hacker,,,,,,Whangarei,Northland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202503225,202503225,
Chao,Chen,Aulike International Pty Ltd,,,,,,Artarmon,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201502280,201502280,
Chaoyang,Cai,New Union Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201400886,201400886,
Charles,Leonard Burford,Easy Visa Limited,,,,,,Wanaka,Otago,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100257,202100257,
Charlotte,Elizabeth Coulter Natusch Stockman,New Zealand Shores,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201501056,201501056,
Charlotte,Louise Parkinson,Tradestaff Group Ltd,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000845,202000845,
Charlotte,Maree Summers,Pathways to New Zealand Limited,,,,,,Wellington,Wellington,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201300865,201300865,
Charupol,Sanmaneechai,"Koru New Zealand Migration (c/o Koru New Zealand Co., Ltd)",,,,,,Bangkok,Bangkok,TH,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200634,202200634,
Chee,Seng Yong,Kitson Migration Advisory,,,,,,Kuala Lumpur,Federal Territory,MY,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201001569,201001569,
Chen,Fei,U BRIDGE COMPANY LIMITED,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000147,202000147,
Chen,Gao,Interlink Immigration Solutions Ltd,,,,,,Wellington,Wellington,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700880,201700880,
Chen,Liu,ShiJiaZhuang ZhongNiu International Education,,,,,,Shi Jia Zhuang,HeBei,CN,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200902381,200902381,
Chen,Yang,Shanxi Mutual Benefit Glory Culture Media Co. Ltd.,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201500996,201500996,
Chen,Yu,Asure Solution Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201400828,201400828,
Cheng,Zheng,New Zealand Integrity Investments Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201300486,201300486,
Chenghai,Rao,Australia Visa Link Pty Ltd,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202506102,202506102,
Chenglong,Xiang,Horizon Pathways Immigration Ltd,,,,,,Silverdale - Whangaparaoa,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100180,202100180,
Chengyun,Zhao,Chance Immigration and Education,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202500102,202500102,
Cherie,Baird,Clockwork Visa Services Limited,,,,,,North Shore,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200900880,200900880,
Chetan,Rudra,CR Immigration Limited T/A CR Consulting,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201500690,201500690,
Chi,Cong Mai,Asiacific Pty Ltd,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202500059,202500059,
Chi,Wa Wong,Partners Immigration Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201401058,201401058,
Chia-Fen,Lee,APEC Immigration Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200902234,200902234,
Ching,Yin Lai,Bondix Immigration Consultant,,,,,,Auckland Central,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800837,201800837,
Chipo,Baggenstos,New Zealand Immigration Partners,,,,,,Tauranga,Bay of Plenty,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400860,202400860,
Chloe,Hazel Dean,Dean and Sullivan Ltd,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800843,201800843,
Chong,Jia,DD IMMIGRATION CONSULTING LIMITED,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800151,201800151,
Chonghua,Jiang,Kingway International Education and Migration Service Pty Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202501910,202501910,
Chongxuan,Tu,New Star Consultants Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200900494,200900494,
Choo,Khong Khoo,Kiwis Education and Immigration Consultant,,,,,,Taupo,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800458,201800458,
Christan,Hilton,Visa4U Limited,,,,,,Cheshire,CH4 7FZ,UK,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201500312,201500312,
Christiaan,Heinrich Engelbert Arns,FRENZ Recruitment,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200900034,200900034,
Christie,John,Immigranz Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201000179,201000179,
Christine,Lai Chun Yap,Migration Associates (NZ) Limited,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200900258,200900258,
Christopher,John Tunbridge,Tri-Nations Migration (Pty) Limited,,,,,,JOHANNESBURG,21322195,ZA,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201000877,201000877,
Christopher,Peter Dick,Obeo Immigration,,,,,,Dunedin,Otago,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700791,201700791,
Christos,Spentzaris,Fragomen Worldwide,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201500507,201500507,
Christy,Justy Thaniparambil,Jubeerich New Zealand Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300840,202300840,
Chuiliu,Zeng,AC Group Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201601350,201601350,
Chun,Wang Clement Chak,CWC Migration & Education Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200800562,200800562,
Chunfeng,Jia,Express Immigration (NZ) Limited,,,,,,Auckland City,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200902286,200902286,
Chunxiong,Wu,Bestmore Consultants Co. Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200901499,200901499,
Cindy,Yanna Archer,East West Education Group Pty Ltd,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202507372,202507372,
Claire,Marie Gray,NZ Visa Group Ltd,,,,,,Waikanae,Wellington,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202504089,202504089,
Claudia,Gabriele Bolz Tavernet,Claudia Bolz Tavernet,,,,,,Wellington,Wellington,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800671,201800671,
Clifford,Irwin Simpson,MIE Innovation Enterprise Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200344,202200344,
Clint,Robert Arthur Densem,New Zealand Immigration & Employment Solutions,,,,,,Ohoka,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000259,202000259,
Clintivene,Sechel,New Zealand Shores,,,,,,NELSON,Nelson,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200350,202200350,
Cody,Dunsmuire,New Zealand Shores,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202401144,202401144,
Cong,Zhou,New Zealand Immigration Partners,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201701218,201701218,
Connor,Joseph Brady,Neazor Brady & Partners Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201000334,201000334,
Conrado,Martinez,CCMartinez Immigration and Consultancy Services,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201901094,201901094,
Courtney,Eden Olivia Dawson,New Zealand Immigration Partners,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400742,202400742,
