first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,fax,street_address,zip,services,languages
,,"Council on American-Islamic Relations, San Francisco Bay Area",Immigration Legal Services,,408-986-9874,https://ca.cair.com/sfba/,ca.cair.com,Santa Clara,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.748930-Council_on_AmericanIslamic_Relations_San_Francisco_Bay_Area,,"3160 De La Cruz BLVD, Ste. 110",95054,,
,,Direct Immigration Services Inc.,Immigration Legal Services,,909-765-6733,https://www.directimmigrationserv.com,directimmigrationserv.com,San Bernardino,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.818030-Direct_Immigration_Services_Inc,909-765-0080,577 N D ST Ste 106,92401,,
,,East Bay Community Law Center,Immigration Legal Services,,(510) 548-4040,http://www.ebclc.org,ebclc.org,Berkeley,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392621-East_Bay_Community_Law_Center,(510) 548-2566,2921 Adeline St,94703,,
,,East Bay Sanctuary Covenant,Immigration Legal Services,,(510) 540-5296,http://eastbaysanctuary.org,eastbaysanctuary.org,Berkeley,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392622-East_Bay_Sanctuary_Covenant,(510) 540-5907,2614 Dwight Way,94720,,
,,East Bay Spanish Speaking Citizens' Foundation,Immigration Legal Services,,(510) 261-7839,http://www.sscf.org,sscf.org,Oakland,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.643885-East_Bay_Spanish_Speaking_Citizens_Foundation,(510) 261-2968,1470 Fruitvale Avenue,94601,,
,,Education & Leadership Foundation,Immigration Legal Services,,559-291-5428,https://www.elfus.org,elfus.org,Fresno,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.817764-Education_Leadership_Foundation,559-291-5927,1308 E Olive Ave,93728,,
,,El Andar World Class Translations,Immigration Legal Services,,773-690-0574,https://elandar.net,elandar.net,Santa Cruz,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.789062-El_Andar_World_Class_Translations,,102 Yosemite Ave.,95060,,
,,El Concilio Family Services,Immigration Legal Services,,(805) 486-9777,http://www.elconciliofs.org,elconciliofs.org,Oxnard,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392579-El_Concilio_Family_Services,(805) 267-2288,301 South C Street,93030,,
,,El Rescate,Immigration Legal Services,,(213) 387-3284,http://www.elrescate.org,elrescate.org,Los Angeles,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392623-El_Rescate,(213) 387-9189,"1605 W Olympic Blvd., Suite 516",90015,,
,,Employee Rights Center - Immigration Program,Immigration Legal Services,,(619) 521-1372,http://www.weberc.net,weberc.net,San Diego,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392674-Employee_Rights_Center_Immigration_Program,(877) 897-9433,"4161 Home Ave, Suite 201",92105,,
,,Episcopal Diocese of Los Angeles - Interfaith Refugee & Immigration Service,Immigration Legal Services,,(323) 667-0489,http://www.iris-la.org,iris-la.org,Los Angeles,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392624-Episcopal_Diocese_of_Los_Angeles_Interfaith_Refugee_Immigration_Service,,3621 Brunswick Ave,90039,,
,,Filipino Advocates for Justice (Oakland Office),Immigration Legal Services,,(510) 465-9876,http://www.filipinos4justice.org,filipinos4justice.org,Oakland,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392581-Filipino_Advocates_for_Justice_Oakland_Office,(510) 465-7548,"310 8th Street, Suite 309",94607,,
,,Greater Bakersfield Legal Assistance,Immigration Legal Services,,(661) 325-5943,http://www.gbla.org,gbla.org,Bakersfield,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392625-Greater_Bakersfield_Legal_Assistance,(661) 325-4482,615 California Ave,93304,,
,,Human Agenda - CLARO,Immigration Legal Services,,(408) 759-9571,https://www.humanagenda.net/claro-legal-collective,humanagenda.net,San Jose,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.810321-Human_Agenda_CLARO,,"1060 N. 4th Street, #200",95112,,
,,Human Rights First (Los Angeles Office),Immigration Legal Services,,(213) 205-0468,http://www.humanrightsfirst.org,humanrightsfirst.org,Los Angeles,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.665870-Human_Rights_First_Los_Angeles_Office,(213) 402-2512,"3680 Wilshire Blvd., Ste. P04-414",90010,,
,,Human Rights Project,Immigration Legal Services,,(213) 680-7801,http://www.hrproject.org,hrproject.org,Los Angeles,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392677-Human_Rights_Project,(213) 680-0401,"201 S. Santa Fe Ave., Suite 101",90012,,
,,Immigrant Defenders Law Center,Immigration Legal Services,,(213) 634-0999,http://www.immdef.org,immdef.org,Los Angeles,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.597095-Immigrant_Defenders_Law_Center,(213) 634-0999,"634 S Spring Street, 10th Floor",90014,,
,,Immigrant Hope Santa Barbara,Immigration Legal Services,,(805) 963-0166,http://immigranthopesb.org,immigranthopesb.org,Santa Barbara,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.543875-Immigrant_Hope_Santa_Barbara,,935 San Andres St.,93101,,
,,Immigrants Rising,Immigration Legal Services,,(415) 787-3432,https://www.immigrantsrising.org,immigrantsrising.org,Oakland,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.441828-Immigrants_Rising,,"1000 Broadway, Suite 480",94607,,
,,Immigration Center for Women and Children (Los Angeles Office),Immigration Legal Services,,(213) 614-1165,http://icwclaw.org,icwclaw.org,Los Angeles,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392626-Immigration_Center_for_Women_and_Children_Los_Angeles_Office,(213) 624-1163,"634 S Spring Street, Suite 727",90014,,
,,Immigration Center for Women and Children (San Diego Office),Immigration Legal Services,,(619) 515-2200,http://icwclaw.org,icwclaw.org,San Diego,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.405808-Immigration_Center_for_Women_and_Children_San_Diego_Office,(619) 515-2211,"427 C St, Suite 208",92101,,
,,Immigration Center for Women and Children (San Francisco Office),Immigration Legal Services,,(415) 861-1449,http://icwclaw.org,icwclaw.org,San Francisco,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392627-Immigration_Center_for_Women_and_Children_San_Francisco_Office,(415) 861-1681,1254 Market St. 3rd Floor,94102,,
,,Immigration Institute of the Bay Area (Brentwood Office),Immigration Legal Services,,(925) 237-8581,http://www.iibayarea.org,iibayarea.org,Brentwood,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.492361-Immigration_Institute_of_the_Bay_Area_Brentwood_Office,(925) 237-8582,"201 Sand Creek, Suite L",94513,,
,,Immigration Institute of the Bay Area (Fremont Office),Immigration Legal Services,,(510) 894-3639,http://www.iibayarea.org,iibayarea.org,Fremont,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.544799-Immigration_Institute_of_the_Bay_Area_Fremont_Office,(510) 894-3585,"39055 Hastings St, Suite # 202",94538,,
,,Immigration Institute of the Bay Area (Napa Office),Immigration Legal Services,,(707) 266-1568,http://www.iibayarea.org,iibayarea.org,Napa,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.492362-Immigration_Institute_of_the_Bay_Area_Napa_Office,(707) 266-1622,1785 3rd St.,94559,,
,,Immigration Institute of the Bay Area (Oakland Office),Immigration Legal Services,,(510) 451-2846  301,http://www.iibayarea.org,iibayarea.org,Oakland,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392630-Immigration_Institute_of_the_Bay_Area_Oakland_Office,(510) 465-3392,"476 3rd Street, Suite 500",94607,,
,,Immigration Institute of the Bay Area (Redwood City Office),Immigration Legal Services,,(650) 780-7530,http://www.iibayarea.org,iibayarea.org,Redwood City,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392585-Immigration_Institute_of_the_Bay_Area_Redwood_City_Office,(650) 556-1645,2600 Middlefield Rd,94063,,
,,Immigration Institute of the Bay Area (San Francisco Office),Immigration Legal Services,,(415) 538-8100  206,http://www.iibayarea.org,iibayarea.org,San Francisco,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392690-Immigration_Institute_of_the_Bay_Area_San_Francisco_Office,(415) 538-8111,"58 2nd Street, 3rd Floor",94105,,
,,Immigration Institute of the Bay Area (Sonoma Office),Immigration Legal Services,,(707) 932-7000,https://www.iibayarea.org,iibayarea.org,Sonoma,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.684477-Immigration_Institute_of_the_Bay_Area_Sonoma_Office,,17790 Greger St,95476,,
,,Immigration Resource Center of San Gabriel Valley,Immigration Legal Services,,(626) 509-9472,http://www.ircsgv.org,ircsgv.org,Monrovia,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.566669-Immigration_Resource_Center_of_San_Gabriel_Valley,,303 W. Colorado Blvd.,91016,,
,,Immigration Services of Mountain View,Immigration Legal Services,,(650) 938-4911,http://www.ismv.org,ismv.org,Mountain View,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.423370-Immigration_Services_of_Mountain_View,(650) 938-4913,"1931 Old Middlefield Way, Suite 203",94043,,
,,IMPORTA Centro de Inmigración (Lompoc Office),Immigration Legal Services,,(805) 604-5060,http://www.importasb.org,importasb.org,Lompoc,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.698340-IMPORTA_Centro_de_Inmigracion_Lompoc_Office,,"604 E Ocean Ave, Suite E",93436,,
,,IMPORTA Centro de Inmigración (Santa Barbara Office),Immigration Legal Services,,(805) 604-5060,http://www.importasb.org,importasb.org,Santa Barbara,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.668113-IMPORTA_Centro_de_Inmigracion_Santa_Barbara_Office,,129 E Carrillo St,93101,,
,,IMPORTA Centro de Inmigración (Santa Maria Office),Immigration Legal Services,,(805) 619-0644,http://www.importasb.org,importasb.org,Santa Maria,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.698336-IMPORTA_Centro_de_Inmigracion_Santa_Maria_Office,,327 E Plaza Drive,93454,,
,,Inland Coalition for Immigrant Justice,Immigration Legal Services,,(909) 474-9996,http://www.ic4ij.org,ic4ij.org,San Bernardino,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.810069-Inland_Coalition_for_Immigrant_Justice,,,92405,,
,,Institute for Children's Aid,Immigration Legal Services,,(951) 695-3336,http://instituteforchildrensaid.org,instituteforchildrensaid.org,Temecula,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392629-Institute_for_Childrens_Aid,(951) 308-1753,"41745 Rider Way, Suite 2",92590,,
,,International Rescue Committee (Los Angeles Office),Immigration Legal Services,,(818) 550-6220,http://www.rescue.org,rescue.org,Glendale,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392586-International_Rescue_Committee_Los_Angeles_Office,(818) 550-6277,625 N. Maryland Ave.,91206,,
,,International Rescue Committee (Oakland Office),Immigration Legal Services,,(510) 452-8222,http://www.rescue.org,rescue.org,Oakland,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.394132-International_Rescue_Committee_Oakland_Office,,"440 Grand Avenue, Suite 500",94610,,
,,International Rescue Committee (Sacramento Office),Immigration Legal Services,,(916) 482-0120,https://www.rescue.org/united-states/sacramento-ca,rescue.org,Sacramento,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.394133-International_Rescue_Committee_Sacramento_Office,,"2020 Hurley Way, Suite 395",95825,,
,,International Rescue Committee (San Diego Office),Immigration Legal Services,,(619) 641-7510  250,https://www.rescue.org/immigrationsd,rescue.org,San Diego,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392587-International_Rescue_Committee_San_Diego_Office,(619) 641-7520,"5348 University Ave, Suite 205 A",92105,,
,,International Rescue Committee (San Jose Office),Immigration Legal Services,,(408) 277-0255,https://www.rescue.org/united-states/san-jose-ca,rescue.org,San Jose,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392589-International_Rescue_Committee_San_Jose_Office,(408) 277-0697,"1210 South Bascom Avenue, Suite 227",95128,,
,,International Rescue Committee (Turlock Office),Immigration Legal Services,,(209) 667-2378  1,https://www.rescue.org/,rescue.org,Turlock,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.682834-International_Rescue_Committee_Turlock_Office,(209) 667-9713,2925 Niagra St Suite 6,95382,,
,,Jewish Family & Children's Services,Immigration Legal Services,,(415) 449-2906,http://www.jfcs.org,jfcs.org,San Francisco,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392631-Jewish_Family_Childrens_Services,(844) 589-6699,2150 Post St.,94115,,
,,Jewish Family & Community Services - East Bay,Immigration Legal Services,,925 927 2000,https://jfcs-eastbay.org/,jfcs-eastbay.org,Concord,CA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.765035-Jewish_Family_Community_Services_East_Bay,,"2151 Salvio Street, Suite 350",94520,,
